Unnamed: 0,Company,Country,City,BRAND NAME,Category,Mall Name,Location Code Oracle,Store Name,Gross Sale,Markdown,Net Sales,Stock Shrinkage,Cost of Sales,Royalty Expenses,Royalty,Minimum Royalty Commitment,Gross Profit ,Rental Expenses,Basic Rent,Service Charges,Supplemental Rent (If Any),Rent Rebate/Relief,IFRS 16 impact,Personnel Expenses,Salary - Staff,Staff Welfare & Uniform,Overtime Wages,Staff Leave Salary/Bonus Payable,Staff Leave Passage Payable,Gratuity & Terminal Benefits,Medical Expenses,Visa Expenses,Recruitment & Training Expenses,Temporary Staff Salary,Provision for Salary Increments,HRDF Support from Govt.,GOSI (Monthly Fees to Gov.),Staff Insurance (Medical Insu),Vehicle Allowance To Staff,Sales Incentive,Commission & Incentives,Selling & Marketing Expenses,Advertisement,Sales Promotion Expenses,Gift Voucher Redeemed,Shopping Bags & Packing Material,Club Apparel Points Issued,KSA Digital marketing,Other Administrative Expenses,Credit Card Expenses,Water & Electricity Charges,Postage & courier,Communication Expenses,Repairs & Maintenance,Cleaning & Security Charges,Trade Licence & Sponsor Fees,Licence Fees & Taxes-Others,Sponsorship Fee,Insurance,Travelling Expenses,Conveyance,Vehicle Expenses,Salik Card Expenses,Fuel Charges-Vehicle,Audit Fees,Legal Expenses & Other Professional Chrgs.,Gifts & Donations,Printing & Stationery -General,Miscellaneous Expenses,Membership & Subscription,Entertainment Expenses,Miscellaneous items purchased,Transportation Charges,Realised Exchange Losses/Gain,Fine Charges,Parking Charges,Refreshment & Housekeeping,Online Delivery Charges,Withholding Tax,Supply Chain & Distribution Expenses,Supply Chain & Distribution Region Expenses,Supply Chain & Distribution Expenses from UAE,Supply Chain Income from UAE,Store Level Expenses,Store EBITDA,Depreciation,Depreciation.1,Amortisation,Key Money Amortisation,Amortisation of Franchisee Fee,Store Opening Fee,Loss on Demolition of Assets,Loss on Demolition of Assets.1,Store EBIT,Division Expenses,Regional Expenses,UAE corporate Expenses Allocation,India Office Cost,Others if any,Operating Profit,Supporting Center Expenses,Regional Expenses SC,UAE corporate Expenses Allocation SC,India Office SC Cost,Finance Charges,Bank Charges,Finance Cost,Other Income,Income On Overseas Sales,Miscellaneous Income,Price/Trade  Discount / BBZ Loss,Capex  Income,6th Street Margin,Third Party Income (3P Outright / Market Place etc),Provision for Slow moving Inventories,Provision for Slow moving Inventories.1,Net Profit (Before Tax),TAX,Net Profit (After Tax),Bonus  / Incentive,Net Profit (After Bonus)
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,ALLO BEIRUT,Food & Beverages,SAHARA MALL- RIYADH,2271306413.0,ALB SAHARA MALL-RIYADH,2891671.1824,0.0,2891671.1824,16139.693470600001,1027419.3131668547,166271.092988,166271.092988,0.0,1681841.082774545,306176.965206,285180.0,0.0,0.0,0.0,20996.965206,1120377.9974577695,501591.7634,1815.5479999999998,2261.7909999999997,43195.861800000006,15544.9364,30842.844817807527,597.8,123307.2915680671,4887.580582244784,62281.45,317301.733283722,0.0,-1401.2519940719944,18150.6486,0.0,20837.000492,20837.000492,190422.24084398794,184744.71864398793,5677.5222,0.0,0.0,0.0,,332084.6626830512,12714.9414,65662.18505217982,0.0,2656.2704,18056.4314,1029.0,15904.185830871409,0.0,9800.0,3285.9596,4352.307399999999,1811.1183999999998,0.0,0.0,0.0,5.850599999999999,352.408,0.0,156.3296,624.9852,0.0,0.0,0.0,0.0,40.376000000000005,0.0,195632.3138,0.0,0.0,0.0,84675.33650030397,84675.33650030397,0.0,0.0,2054574.2031831127,-372733.1204085676,318539.17059999995,318539.17059999995,-103.9878,-103.9878,0.0,0.0,0.0,0.0,-691168.3032085676,159554.8662926777,63502.50028505694,65601.4052060591,0.0,30450.960801561665,-850723.1695012453,53976.59620589416,43452.42843083165,10524.167775062508,0.0,82008.69003279245,0.0,82008.69003279245,15230.307400000002,0.0,15230.307400000002,0.0,0.0,0.0,0.0,0.0,0.0,-971478.1483399319,-70655.34656860374,-900822.8017713281,-87141.59410127795,-813681.2076700501
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,COLDSTONE CREMERY,Food & Beverages,SOUQ 7,2181767260.0,CSC SOUQ 7-JEDDAH,169788.86119999998,0.0,169788.86119999998,1697.888612,43625.474200000004,5093.665836,5093.665836,0.0,119371.83255199998,5924.336768,0.0,5569.683,0.0,0.0,354.653768,106464.62851523444,31043.1856,1017.4066,0.0,2711.3758,1925.0924,1714.9344465590057,68.6,11382.246400256608,407.5752927185556,49974.599383333334,4809.501623531992,0.0,759.8123688349489,650.2986000000001,0.0,952.771876,952.771876,6324.069297487244,6295.492497487244,0.0,0.0,0.0,28.5768,,31748.746399999996,966.1526,9428.972,0.0,865.6634,3467.3183999999997,321.22439999999995,5275.879,0.0,3920.0,289.9526,0.0,570.213,0.0,0.0,85.2208,5.801600000000001,157.02540000000002,0.0,597.6824,662.2643999999999,0.0,0.0,72.667,0.0,4.41,1470.0,3588.2994000000003,0.0,0.0,0.0,3521.1157885303255,3521.1157885303255,0.0,0.0,154935.668645252,-35563.83609325203,-82565.81666666668,-82565.81666666668,0.0,0.0,0.0,0.0,0.0,0.0,47001.98057341465,8382.512924779961,5600.724671892954,2239.1154766861873,0.0,542.6727762008207,38619.46764863469,18426.797199920464,17182.026465964063,1244.7707339564017,0.0,4398.867219040678,0.0,4398.867219040678,23.2064,0.0,23.2064,0.0,0.0,0.0,0.0,0.0,0.0,15817.009629673545,1516.1907636535673,14300.818866019978,1869.9686085060669,12430.85025751391
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,WINGSTOP,Food & Beverages,AL QASR MALL,2271627220.0,WSP AL QASR MALL-RIYADH,985291.9902,0.0,985291.9902,9852.919902,310332.334452,49264.59951,49264.59951,0.0,615842.136336,157052.69466600002,128531.998,19215.977199999998,0.0,0.0,9304.719466,189072.89434694927,81642.477,0.0,0.0,7431.7222,3631.8995999999997,5175.3378379870055,2585.8672,24429.190427112993,1568.5176165935318,9800.0,50559.75372546801,0.0,1603.4259397877195,644.7028,0.0,8302.133994,8302.133994,31615.592311595658,31615.592311595658,0.0,0.0,0.0,0.0,,119554.54989700447,3582.4978,12152.02809700448,0.0,7624.4,8055.6784,31.1542,6922.5534,0.0,0.0,886.2826,88.9154,1939.4298,0.0,0.0,0.0,5.801600000000001,471.7328,0.0,498.35939999999994,0.0,0.0,0.0,2698.2536,0.0,823.6116,0.0,73773.8512,0.0,0.0,0.0,24043.917220816547,24043.917220816547,0.0,0.0,529641.782436366,86200.3538996341,74183.2658,74183.2658,-13.328,-13.328,0.0,0.0,0.0,0.0,12030.4160996341,26548.775543652246,9455.028267132562,13658.367727457244,0.0,3435.3795490624407,-14518.359444018146,26206.86934396645,22719.931317881277,3486.938026085173,0.0,19744.036857117004,52.9396,19691.097257117002,2168.0736,0.0,2168.0736,0.0,0.0,0.0,0.0,0.0,0.0,-58301.1920451016,-4225.207607225858,-54075.98443787574,-5211.0893822452235,-48864.89505563052
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,WINGSTOP,Food & Beverages,SOUQ 7,2181767261.0,WSP SOUQ 7-JEDDAH,586830.9874,0.0,586830.9874,5868.3098740000005,213268.10225517442,29341.54937,29341.54937,0.0,338353.0259008255,22503.79292,0.0,20139.0,0.0,0.0,2364.79292,207177.9230393847,62989.7156,392.0,0.0,5373.7124,2918.685,3860.264741548798,2741.9224,22950.41540177203,885.5957238333064,0.0,103325.31262584256,0.0,496.83594638802714,1243.4632,0.0,5080.848612,5080.848612,31079.183356955862,31079.183356955862,0.0,0.0,0.0,0.0,,142091.9476886362,2030.364,27513.19948863617,0.0,362.59999999999997,9624.246799999999,405.5926,30520.4242,0.0,0.0,1002.4224,88.9154,2732.5732000000003,0.0,0.0,426.0942,5.801600000000001,321.41060000000004,0.0,696.9563999999999,1214.8177999999998,0.0,0.0,645.3398,0.0,1305.6540000000002,980.0,62215.5352,0.0,0.0,0.0,45381.75263618748,45381.75263618748,0.0,0.0,453315.44825316424,-114962.42235233873,-280524.3875,-280524.3875,0.0,0.0,0.0,0.0,0.0,0.0,165561.96514766128,15806.980034623188,5678.2630352678625,8039.427397111664,0.0,2089.289602243662,149754.9851130381,22450.620013344054,20436.63771724407,2013.9822960999832,0.0,11779.063820572406,51.2246,11727.839220572407,-145929.75074931502,0.0,1307.1435999999999,0.0,-147236.89434931503,0.0,0.0,0.0,0.0,-30404.449470193387,9642.021307477056,-40046.470777670445,11891.826279221705,-51938.29705689215
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,WINGSTOP,Food & Beverages,JEDDAH VIBES,2181787275.0,WSP JEDDAH VIBES-JEDDAH,1175904.7244,0.0,1175904.7244,11759.047244,377180.09004739,58795.23621999999,58795.23621999999,0.0,728170.35088861,0.0,0.0,0.0,0.0,0.0,0.0,256452.1464648761,80877.3224,267.32439999999997,0.0,6410.895399999999,3917.5892,5057.265201013129,2536.1224,30461.98809937015,1814.497256212114,0.0,123674.88417671436,0.0,605.3543315663673,828.9036,0.0,9949.333575999999,9949.333575999999,47499.84130768756,47499.84130768756,0.0,0.0,0.0,0.0,,184908.48241961235,5413.4906,35086.43521961233,0.0,11407.199999999999,6276.4296,22.148,10057.691,0.0,0.0,968.2988,88.9154,842.1336,0.0,0.0,0.0,5.801600000000001,597.0258,0.0,705.1002,0.0,0.0,0.0,1586.081,0.0,-520.1154,0.0,112371.847,0.0,0.0,0.0,56822.58520458436,56822.58520458436,0.0,0.0,555632.3889727604,172537.9619158496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172537.9619158496,31770.936929073992,11288.130890377854,16317.436649172376,0.0,4165.369389523764,140767.0249867756,29145.918517154543,24988.64234692646,4157.276170228084,0.0,23505.65467574106,5.1548,23500.49987574106,3100.8376,0.0,3100.8376,0.0,0.0,0.0,0.0,0.0,0.0,91216.28939388,8228.972684362878,82987.31670951712,10149.066310714219,72838.2503988029
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,WINGSTOP,Food & Beverages,AWATI TUWAIQ,2272487312.0,WSP AWALI TUWAIQ-DT,1038263.1364000002,0.0,1038263.1364000002,10382.631364000003,372734.8574502411,51913.15682000001,51913.15682000001,0.0,603232.490765759,30891.649768,28583.3366,0.0,0.0,0.0,2308.313168,309103.9313961667,133955.90600000002,588.0,0.0,11890.800599999999,6744.6932,8902.83893549449,2926.9366,49319.758408786794,1904.7128447417756,0.0,93027.43514635727,0.0,-2228.468539213564,2071.3182,0.0,8763.792247000001,8763.792247000001,54263.06118409493,54263.06118409493,0.0,0.0,0.0,0.0,,181603.97834342858,3039.7248,23628.370343428607,0.0,904.7066,13636.5922,12933.305,6861.4601999999995,0.0,0.0,952.168,88.9154,2759.6996,0.0,0.0,298.2826,5.801600000000001,498.4084,0.0,1891.057,2205.0,0.0,0.0,1394.4812,0.0,-176.53719999999998,0.0,110682.5426,0.0,0.0,0.0,25006.119696721802,25006.119696721802,0.0,0.0,609632.532635412,-6400.041869652923,103553.7286,103553.7286,3932.5832,3932.5832,0.0,0.0,0.0,0.0,-113886.35366965292,27807.83062316407,9806.038969928471,14564.122872098704,0.0,3437.6687811368943,-141694.184292817,29877.71057194218,26079.770527798704,3797.9400441434777,0.0,20802.931794133587,53.2042,20749.727594133587,1503.222,0.0,1503.222,0.0,0.0,0.0,0.0,0.0,0.0,-190871.60465889276,-14574.917728098715,-176296.68693079404,-17975.73186465508,-158320.95506613897
,Apparel Trading Company Limited,SAUDI ARABIA,EASTERN,WINGSTOP,Food & Beverages,8TH AVENUE MALL,2151287330.0,WSP 8TH AVENUE-DAMMAM DT,3086303.6218000003,0.0,3086303.6218000003,30863.036218000005,967446.4566997464,154315.18109,154315.18109,0.0,1933678.9477922537,3024.1967000000004,0.0,0.0,0.0,0.0,3024.1967000000004,588043.8979783627,217108.23959999997,-132.3,0.0,19828.2322,11966.907399999998,15729.737255070291,3026.1224,82849.52146211945,6962.083764323515,15865.9452,218659.67538750859,0.0,-7459.241890658938,3638.9752,0.0,22277.659047000005,22277.659047000005,150052.82387497183,150052.82387497183,0.0,0.0,0.0,0.0,,402388.82949067414,12117.8078,16783.202090674167,0.0,362.59999999999997,8040.449200000001,1001.2267999999999,16192.510600000001,0.0,0.0,755.3742000000001,201.3998,3186.176,98.0,0.0,259.62159999999994,5.801600000000001,1124.4912,0.0,828.9624,0.0,0.0,0.0,453.8968,0.0,-991.0348,0.0,341968.3442,0.0,0.0,0.0,105271.35283984963,105271.35283984963,0.0,0.0,1271058.7599308582,662620.1878613955,108506.874,108506.874,-23.0888,-23.0888,0.0,0.0,0.0,0.0,554136.4026613956,83470.85159151109,28694.257676612564,44519.325198680504,0.0,10257.268716218021,470665.5510698845,55691.53701189549,44071.48173630806,11620.055275587427,0.0,61690.85945633337,10.966199999999999,61679.893256333366,6222.578600000001,0.0,6222.578600000001,0.0,0.0,0.0,0.0,0.0,0.0,359505.7332016556,29784.981501010894,329720.75170064473,36734.81051791344,292985.9411827313
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,WINGSTOP,Food & Beverages,BUSTAN PLAZA,2272377042.0,WSP BUSTAN PLAZA-RIYADH,1103886.7196,0.0,1103886.7196,11038.867196000001,343482.0826858763,55194.33598000001,55194.33598000001,0.0,694171.4337381237,169271.729312,150675.0,7533.75,0.0,0.0,11062.979312000001,277250.7676607546,87946.5132,0.0,0.0,7268.405199999999,4182.8751999999995,5790.1184897753665,2999.2704,28973.361677762005,1964.1718965814289,66896.6228,67319.59251724892,0.0,-1036.4785206131116,4946.3148,0.0,8460.349457,8460.349457,36591.17393167617,36591.17393167617,0.0,0.0,0.0,0.0,,149128.6310885562,5012.729399999999,26834.98968855621,0.0,1919.4279999999999,7406.310799999999,724.3866,7637.0126,0.0,0.0,883.6757999999999,334.09180000000003,894.9164,0.0,0.0,0.0,5.791799999999997,517.7144,0.0,1182.3994,0.0,4299.1816,0.0,330.55400000000003,0.0,-441.4802,0.0,91586.929,0.0,0.0,0.0,29293.503870312074,29293.503870312074,0.0,0.0,669996.1553202991,24175.27841782465,88670.62539999999,88670.62539999999,-26.6462,-26.6462,0.0,0.0,0.0,0.0,-64468.700782175336,29599.185337219824,10582.549143040234,15193.8735029995,0.0,3822.7626911800926,-94067.88611939516,28781.95690258778,24978.31290307134,3803.64399951644,0.0,22065.548957578645,4.3316,22061.217357578644,2004.4234,0.0,2004.4234,0.0,0.0,0.0,0.0,0.0,0.0,-142910.96857956157,-10423.95872630404,-132487.00985325754,-12856.215762441649,-119630.79409081589
,Hama Beverages Company,SAUDI ARABIA,CENTRAL,HOME BAKERY,Food & Beverages,SOLITAIRE MALL,2272147057.0,HB SOLITAIR MALL-RIYADH,3048274.4277999997,0.0,3048274.4277999997,0.0,902939.7723178604,0.0,0.0,0.0,2145334.6554821394,304725.55688399996,229847.1812,58789.07299999999,0.0,0.0,16089.302684,906977.0913728803,354878.92299999995,0.0,0.0,34455.1438,10757.685399999998,2779.3094,764.4,77958.20785155463,0.0,331191.294,66541.00211651245,0.0,17520.32680481325,10130.798999999999,0.0,22763.705237,22763.705237,159017.18584415712,80741.01864415711,0.0,0.0,78276.1672,0.0,,163623.58374452541,17807.952400000002,60591.14599999999,0.0,1797.7414,18183.605999999996,1842.3999999999999,17480.074344525434,0.0,9473.3464,0.0,0.0,1006.8912,0.0,0.0,5084.9259999999995,4083.3169999999996,2348.4328,0.0,775.4838,3739.533,0.0,0.0,811.8908,0.0,679.5515999999999,266.54040000000003,17650.7506,0.0,0.0,0.0,86223.88351898183,86223.88351898183,0.0,0.0,1643331.0066015446,502003.6488805949,144472.3252,144472.3252,0.0,0.0,0.0,0.0,0.0,0.0,357531.3236805949,66011.17400872284,58920.24189010495,0.0,0.0,7090.932118617884,291520.1496718721,105898.8551181766,105898.8551181766,0.0,0.0,121.9512,121.9512,0.0,81935.84789472651,0.0,81935.84789472651,0.0,0.0,0.0,0.0,0.0,0.0,267435.19124842196,20057.63934363165,247377.5519047903,24737.75519047904,222639.79671431126
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,COLDSTONE CREMERY,Food & Beverages,RED SEA MALL,2181276354.0,CSC RED SEA MALL,406118.2524,0.0,406118.2524,4061.182524,101572.5998,12183.547572,12183.547572,0.0,288300.92250399996,135973.10281799998,126606.00399999999,0.0,0.0,0.0,9367.098818,87820.22544323339,37176.5352,3689.5236,0.0,3103.3464,1018.3964000000001,2005.2338120760282,121.73559999999999,7141.176339452817,641.2289022661417,26694.36945,4345.737554616418,0.0,1138.5733848219982,744.3688,0.0,3297.146839,3297.146839,7370.686870218081,7270.295670218081,0.0,0.0,0.0,100.3912,,28984.1695647361,3064.6951999999997,10804.7187647361,0.0,294.0,431.15099999999995,2023.7196,3920.0,0.0,0.0,361.816,84.3584,1100.5792,0.0,0.0,57.967,5.850599999999999,259.1512,0.0,238.7868,662.2643999999999,0.0,0.0,53.870599999999996,0.0,16.219,1960.0,3645.0218,0.0,0.0,0.0,9155.482370559266,9155.482370559266,0.0,0.0,272600.8139057468,15700.108598253166,28707.159599999995,28707.159599999995,112.21,112.21,0.0,0.0,0.0,0.0,-13119.261001746829,20368.22421859062,13729.266391537112,5121.821542547295,0.0,1517.136284506215,-33487.48522033745,20993.172045755036,18103.66928525224,2889.502760502797,0.0,10521.657633548273,0.0,10521.657633548273,7.046200000000001,0.0,7.046200000000001,0.0,0.0,0.0,0.0,0.0,0.0,-64995.268699640765,-4409.075284595325,-60586.19341504544,-5437.859517667568,-55148.333897377874
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,COLDSTONE CREMERY,Food & Beverages,GALLERIA MALL- RIYADH,2271116119.0,CSC GALLERIA MALL 2,302058.393,0.0,302058.393,3020.5839300000002,77411.8856,9061.75179,9061.75179,0.0,212564.17167999997,81666.68299999999,81666.68299999999,0.0,0.0,0.0,0.0,70297.77348849684,20310.0786,2944.116,0.0,1698.6732,1224.3139999999999,1097.6081978563734,0.0,7819.851249318193,460.36328022033763,11760.022866666666,20808.715552633283,0.0,493.52654180198925,1680.504,0.0,3164.6816599999997,3164.6816599999997,8896.670731010847,8812.077131010847,0.0,0.0,0.0,84.5936,,29583.421911623536,2196.5524,5999.555311623528,0.0,2234.4,3893.5596,5608.6968,0.0,0.0,0.0,322.2534,0.0,724.9843999999999,76.7046,0.0,310.1896,5.860399999999997,234.1024,0.0,1077.7060000000001,662.2643999999999,0.0,0.0,0.0,0.0,12.887,0.0,6223.7056,0.0,0.0,0.0,6319.200215494174,6319.200215494174,0.0,0.0,199928.43100662538,12635.740673374588,8759.3674,8759.3674,117.9724,117.9724,0.0,0.0,0.0,0.0,3758.400873374589,15125.355834751816,10349.716664259666,3727.696074943272,0.0,1047.9430955488792,-11366.954961377227,19747.61247586635,17654.556916483387,2093.055559382963,0.0,7825.688645373904,0.0,7825.688645373904,-43.7178,0.0,-43.7178,0.0,0.0,0.0,0.0,0.0,0.0,-38983.97388261748,-2412.7221972094694,-36571.25168540801,-2975.6907098916786,-33595.56097551633
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,COLDSTONE CREMERY,Food & Beverages,RIYADH PARK MALL,2271645857.0,CSC RIYADH PARK MALL,274980.1012,0.0,274980.1012,2749.8010120000004,68957.8176,8249.403036,8249.403036,0.0,195023.07955199995,98306.0736,91875.0,6431.0736,0.0,0.0,0.0,70255.0591445361,17510.64,2669.618,0.0,1625.1732,1216.2682,1050.11571811251,58.8,8304.6639960137,446.652601957133,12521.961433333334,23583.7564947465,0.0,147.07350037293403,1120.336,0.0,2385.8013269999997,2385.8013269999997,5877.124714894323,5803.399314894323,0.0,0.0,0.0,73.72540000000001,,18815.515619545447,2177.1386,6402.874819545446,0.0,411.59999999999997,1932.0405999999998,1901.151,0.0,0.0,0.0,292.03020000000004,18.62,553.6412,21.3052,0.0,0.0,5.860399999999997,219.81400000000002,0.0,880.3144,662.2643999999999,0.0,0.0,288.1396,0.0,11.6228,0.0,3037.0984,0.0,0.0,0.0,5656.822197066614,5656.822197066614,0.0,0.0,201296.3966030425,-6273.317051042541,31357.4422,31357.4422,112.0924,112.0924,0.0,0.0,0.0,0.0,-37742.85165104255,13816.436905774137,9472.439619794075,3416.4499722382416,0.0,927.547313741821,-51559.28855681668,19427.139277337665,17501.50386622541,1925.6354111122562,0.0,7124.147865226203,0.0,7124.147865226203,-890.8984,0.0,-890.8984,0.0,0.0,0.0,0.0,0.0,0.0,-79001.47409938055,-5634.736074871867,-73366.73802450868,-6949.507825675303,-66417.23019883338
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,COLDSTONE CREMERY,Food & Beverages,THE VIEW MALL,2271875679.0,CSC KHALEEJ MALL-RIYADH,421681.4462,0.0,421681.4462,4216.814462,103366.8524,12650.443386,12650.443386,0.0,301447.335952,56840.0,47366.683,9473.317,0.0,0.0,0.0,115100.64763930098,39060.046200000004,4525.7282000000005,0.0,3266.7025999999996,1945.2314000000001,2342.671046821493,0.0,12339.327363142864,556.2737518882994,23353.2089,24709.52655387627,0.0,1229.327223572066,1772.6044,0.0,4875.546794999999,4875.546794999999,17228.070346679946,17111.440546679947,0.0,0.0,0.0,116.6298,,31547.248600000003,3091.0768,9183.521200000001,0.0,2234.4,2141.5548000000003,-879.4324,58.8,0.0,0.0,426.98600000000005,102.26299999999999,344.5386,374.164,0.0,259.91560000000004,5.860399999999997,291.3736,0.0,2577.9194,887.6644,0.0,0.0,54.096000000000004,0.0,14.6118,0.0,10377.935399999998,0.0,0.0,0.0,9311.016234703317,9311.016234703317,0.0,0.0,234902.52961568424,66544.80633631576,53296.4376,53296.4376,106.29079999999999,106.29079999999999,0.0,0.0,0.0,0.0,13142.077936315758,21094.915434432954,14510.087651160205,5100.0858094350515,0.0,1484.741973837696,-7952.837498117196,21078.094761975968,18226.79622315337,2851.2985388225966,0.0,10924.866787238014,0.0,10924.866787238014,-9.5746,0.0,-9.5746,0.0,0.0,0.0,0.0,0.0,0.0,-39965.37364733118,-2602.5059969378467,-37362.86765039333,-3209.757396223344,-34153.11025416999
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,JAMIES,Food & Beverages,RIYADH FRONT,2271976291.0,JI RIYADH FRONT,1013547.556,0.0,1013547.556,8277.942498,294388.7560294839,30406.426679999997,30406.426679999997,0.0,680474.4307925161,273880.6,273880.6,0.0,0.0,0.0,0.0,346710.5894779162,134123.8878,1062.3004,0.0,10898.4918,6087.6522,9030.080787224251,125.3322,42809.75867411444,1781.0241535371185,98575.75,38896.38238353668,0.0,-1550.1907204962902,4870.1198,0.0,7547.833187999999,7547.833187999999,44325.66681506593,44027.18821506593,0.0,0.0,0.0,298.4786,,133495.26018581472,7468.139,86226.17538581473,0.0,2717.7066,4220.5464,-450.8,2584.1914,0.0,0.0,1388.6795999999997,70.56,123.6368,0.0,0.0,220.7156,5.850599999999999,117.992,0.0,1249.1863999999998,0.0,0.0,0.0,0.0,0.0,14.5236,0.0,27538.1568,0.0,0.0,0.0,1958.1083160945109,1958.1083160945109,0.0,0.0,807918.0579828913,-127443.62719037523,262658.473,262658.473,68.306,68.306,0.0,0.0,0.0,0.0,-390170.4061903752,44223.82606460914,16646.24218256978,25048.49618530782,0.0,2529.087696731543,-434394.2322549843,28655.672616003005,24761.84843014439,3893.824185858615,0.0,21963.76165185669,0.0,21963.76165185669,7606.064200000001,0.0,7606.064200000001,0.0,0.0,0.0,0.0,0.0,0.0,-477407.60232284403,-36657.175692423414,-440750.4266304206,-45210.51668732221,-395539.9099430984
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,JAMIES,Food & Beverages,THE VIEW MALL,2271875839.0,JI KHALEEJ THE VIEW MALL-RIYADH,971901.5544,0.0,971901.5544,7253.268904,292002.3494558268,29157.046632,29157.046632,0.0,643488.8894081732,240736.99999999997,200614.18299999996,40122.817,0.0,0.0,0.0,337803.77870998194,158723.887,1304.8014,0.0,14396.101999999999,6482.6216,9346.165403076875,19.894000000000002,46569.17537650761,1559.4581256454887,58522.709,33793.00550868601,0.0,-704.6095039340747,7790.5688,0.0,8416.238285000001,8416.238285000001,51149.34942647897,50904.64342647897,0.0,0.0,0.0,244.706,,135952.51671031362,5324.1341999999995,72842.6825103136,0.0,2913.7066,7729.946,352.31,8463.3192,0.0,0.0,1591.2455999999997,30.507399999999997,151.312,0.0,0.0,1541.2362,5.860399999999997,117.992,0.0,1400.2043999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33488.0602,0.0,0.0,0.0,1902.032526067281,1902.032526067281,0.0,0.0,775960.9156578418,-132472.02624966868,226950.8304,226950.8304,76.0382,76.0382,0.0,0.0,0.0,0.0,-359498.89484966866,41200.49388619824,15403.369663452759,23565.123840375032,0.0,2232.0003823704474,-400699.3887358669,28213.351925292354,24447.126942049978,3766.2249832423777,0.0,21061.285149910254,0.0,21061.285149910254,7310.3982,0.0,7310.3982,0.0,0.0,0.0,0.0,0.0,0.0,-442663.6276110695,-33460.12734791227,-409203.5002631572,-41267.49039575846,-367936.0098673987
,Apparel Trading Company Limited,SAUDI ARABIA,EASTERN,JAMIES,Food & Beverages,NAKHEEL MALL- DAMMAM,2151164995.0,JI NAKHEEL MALL-DAMMAM,1107103.4422000002,0.0,1107103.4422000002,7867.37385,307633.9044435068,33213.103266000006,33213.103266000006,0.0,758389.0606404932,307777.183,307777.183,0.0,0.0,0.0,0.0,308397.4766865759,206906.68459999998,1483.328,0.0,19892.363400000002,8670.344200000001,8584.272046033922,0.0,61466.514479902,1811.1739034278264,-10780.0,0.0,0.0,1308.0076572121727,9054.7884,0.0,10140.120858000002,10140.120858000002,29684.491375883677,29354.672375883678,0.0,0.0,0.0,329.819,,100825.30737727234,9113.0886,65979.66297727234,0.0,2698.1066,5811.223599999999,0.0,2367.4742,0.0,0.0,1741.8716,58.633399999999995,200.3414,0.0,0.0,461.48199999999997,5.860399999999997,117.9724,0.0,306.6126,0.0,0.0,0.0,94.9522,0.0,68.2178,0.0,11799.8076,0.0,0.0,0.0,2180.691023844361,2180.691023844361,0.0,0.0,759005.2703215764,-616.2096810832154,244648.4446,244648.4446,71.9908,71.9908,0.0,0.0,0.0,0.0,-245336.6450810832,46830.62000225297,17397.0164855181,27130.40015038056,0.0,2303.203366354314,-292167.26508333615,30880.845568779525,26483.826849486235,4397.018719293289,0.0,23991.13488507184,0.0,23991.13488507184,7236.1338,0.0,7236.1338,0.0,0.0,0.0,0.0,0.0,0.0,-339803.1117371875,-24367.5616989901,-315435.55003819737,-30053.32609542113,-285382.2239427762
