Unnamed: 0,Company,Country,City,BRAND NAME,Category,Mall Name,Location Code Oracle,Store Name,Gross Sale,Markdown,Net Sales,Stock Shrinkage,Cost of Sales,Royalty Expenses,Royalty,Minimum Royalty Commitment,Gross Profit ,Rental Expenses,Basic Rent,Service Charges,Supplemental Rent (If Any),Rent Rebate/Relief,IFRS 16 impact,Personnel Expenses,Salary - Staff,Staff Welfare & Uniform,Overtime Wages,Staff Leave Salary/Bonus Payable,Staff Leave Passage Payable,Gratuity & Terminal Benefits,Medical Expenses,Visa Expenses,Recruitment & Training Expenses,Temporary Staff Salary,Provision for Salary Increments,HRDF Support from Govt.,GOSI (Monthly Fees to Gov.),Staff Insurance (Medical Insu),Vehicle Allowance To Staff,Sales Incentive,Commission & Incentives,Selling & Marketing Expenses,Advertisement,Sales Promotion Expenses,Gift Voucher Redeemed,Shopping Bags & Packing Material,Club Apparel Points Issued,KSA Digital marketing,Other Administrative Expenses,Credit Card Expenses,Water & Electricity Charges,Postage & courier,Communication Expenses,Repairs & Maintenance,Cleaning & Security Charges,Trade Licence & Sponsor Fees,Licence Fees & Taxes-Others,Sponsorship Fee,Insurance,Travelling Expenses,Conveyance,Vehicle Expenses,Salik Card Expenses,Fuel Charges-Vehicle,Audit Fees,Legal Expenses & Other Professional Chrgs.,Gifts & Donations,Printing & Stationery -General,Miscellaneous Expenses,Membership & Subscription,Entertainment Expenses,Miscellaneous items purchased,Transportation Charges,Realised Exchange Losses/Gain,Fine Charges,Parking Charges,Refreshment & Housekeeping,Online Delivery Charges,Withholding Tax,Supply Chain & Distribution Expenses,Supply Chain & Distribution Region Expenses,Supply Chain & Distribution Expenses from UAE,Supply Chain Income from UAE,Store Level Expenses,Store EBITDA,Depreciation,Depreciation.1,Amortisation,Key Money Amortisation,Amortisation of Franchisee Fee,Store Opening Fee,Loss on Demolition of Assets,Loss on Demolition of Assets.1,Store EBIT,Division Expenses,Regional Expenses,UAE corporate Expenses Allocation,India Office Cost,Others if any,Operating Profit,Supporting Center Expenses,Regional Expenses SC,UAE corporate Expenses Allocation SC,India Office SC Cost,Finance Charges,Bank Charges,Finance Cost,Other Income,Income On Overseas Sales,Miscellaneous Income,Price/Trade  Discount / BBZ Loss,Capex  Income,6th Street Margin,Third Party Income (3P Outright / Market Place etc),Provision for Slow moving Inventories,Provision for Slow moving Inventories.1,Net Profit (Before Tax),TAX,Net Profit (After Tax),Bonus  / Incentive,Net Profit (After Bonus)
,Apparel Qatar WLL,QATAR,DOHA,JAMIES,Food & Beverages,LANDMARK MALL- DOHA,5101095308.0,JP LANDMARK MALL,908345.1,0.0,908345.1,19737.97,216724.4,27250.35,27250.35,0.0,644632.38,122719.29761615634,105170.0,18678.537616156344,0.0,0.0,-1129.239999999998,184741.56000000003,115258.85,26132.309999999998,1809.9199999999998,12951.24,4450.039999999999,4671.62,1392.95,5910.0,50.0,0.0,0.0,0.0,0.0,0.0,12114.630000000001,3646.957,3646.957,90729.45,10639.64,80089.81,0.0,0.0,0.0,,152383.79858614254,15765.739999999994,42010.299999999996,0.0,2055.0,4002.9999999999995,26553.0,422.59999999999997,0.0,0.0,1161.5299999999997,0.0,112.02,0.0,0.0,0.0,551.47,0.0,0.0,366.25,1018.5100000000003,1539.1299999999999,0.0,176.0,56649.24858614252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554221.063202299,90411.31679770106,161081.22252732248,161081.22252732248,48.81,0.0,48.81,0.0,0.0,0.0,-70718.71572962141,25231.99369013968,4304.6851618176,20927.30852832208,0.0,0.0,-95950.70941976109,14482.246704132373,10603.279087705057,3347.501746928412,531.4658694989035,5887.199886856727,0.0,5887.199886856727,720.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,-115600.15601075019,-11560.015601075003,-104040.14040967518,0.0,-104040.14040967518
,Apparel Qatar WLL,QATAR,DOHA,MOLTEN CHOCOLATE CAFE,Food & Beverages,VENDOME MALL,5101315524.0,MC VENDOME MALL-DOHA,534721.2000000001,0.0,534721.2000000001,9090.244020915117,115963.20592662063,10694.42,10694.42,0.0,398973.3300524643,193667.5574080021,215600.0,4141.7174080020895,0.0,0.0,-26074.159999999996,208339.04934128633,139636.75000000003,21265.07934128628,78.6,13928.64,3942.4399999999996,4299.92,1573.9,9150.0,0.0,0.0,0.0,0.0,0.0,0.0,14463.72,3765.5925000000007,3765.5925000000007,45245.636666666665,8013.886666666668,37231.75,0.0,0.0,0.0,,73226.92350772982,4854.8600000000015,22863.449999999997,0.0,2515.35,4272.02,16714.0,208.35000000000002,0.0,0.0,1199.9,2515.0,579.8599999999999,0.0,0.0,0.0,551.4399999999999,500.0,0.0,76.25,1200.27,2397.56,22.6,201.36,12554.653507729834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524244.7594236849,-125271.42937122058,169259.1244699454,169259.1244699454,5059.96,0.0,5059.96,0.0,0.0,0.0,-299590.513841166,30170.688383469656,2413.4003443497877,27757.28803911987,0.0,0.0,-329761.20222463564,23195.17472731602,20580.367403422533,2338.964371617365,275.84295227612097,13975.37112764647,0.0,13975.37112764647,486.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,-366445.7480795981,-36644.57480795982,-329801.1732716383,0.0,-329801.1732716383
,Apparel Qatar WLL,QATAR,DOHA,MOLTEN CHOCOLATE CAFE,Food & Beverages,LANDMARK MALL- DOHA,5101095891.0,MC LANDMARK MALL,911954.36,0.0,911954.36,11341.600000000031,202157.93489,18239.079999999998,18239.079999999998,0.0,680215.74511,186690.33165812935,182310.0,11731.44165812935,0.0,0.0,-7351.110000000002,262267.368,187590.30000000005,15470.998000000001,2775.9399999999996,17391.21,6999.889999999999,7615.08,2201.33,5540.0,0.0,0.0,0.0,0.0,0.0,0.0,16682.62,4468.779100000001,4468.779100000001,39805.79,7908.85,31896.940000000002,0.0,0.0,0.0,,79757.56196388992,7778.3499999999985,14039.09,0.0,2115.0,2762.333333333334,12867.0,0.0,0.0,0.0,1146.6699999999998,3255.0,1082.64,0.0,0.0,0.0,551.45,500.0,0.0,839.0,1297.23,2397.56,22.6,250.42000000000002,28853.218630556592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572989.8307220193,107225.91438798071,183769.84655737705,183769.84655737705,5059.96,0.0,5059.96,0.0,0.0,0.0,-81603.89216939635,54750.290722727535,4271.549517574777,50478.74120515276,0.0,0.0,-136354.18289212388,24900.195056357363,20671.513433651424,3735.1603691451446,493.52125356079284,15427.197288008449,0.0,15427.197288008449,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,-176411.57523648968,-17641.157523648966,-158770.41771284072,0.0,-158770.41771284072
,Apparel Qatar WLL,QATAR,DOHA,MOLTEN CHOCOLATE CAFE,Food & Beverages,DOHA FESTIVAL CITY,5101164768.0,MC DOHA FESTIVAL CITY,641670.45,0.0,641670.45,7717.395000000024,129061.37,12833.41,12833.41,0.0,492058.27499999997,269396.84508329304,244216.8333333333,26508.731749959705,0.0,0.0,-1328.72,148149.34000000003,104683.26000000001,9295.6,2691.0,9123.3,3483.2700000000004,2506.0200000000004,1850.0,6050.0,0.0,0.0,0.0,0.0,0.0,0.0,8466.89,2931.3125,2931.3125,14261.733333333334,7915.443333333334,6346.290000000001,0.0,0.0,0.0,,51253.57000000001,4860.2300000000005,8854.810000000001,0.0,1800.0,2660.08,20343.66,163.64999999999998,0.0,0.0,794.3000000000002,2160.0,1141.36,0.0,0.0,0.0,331.56,0.0,0.0,76.25,1089.4100000000003,399.51,0.0,431.34000000000003,6147.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485992.8009166264,6065.474083373556,13419.828180327866,13419.828180327866,0.0,0.0,0.0,0.0,0.0,0.0,-7354.35409695431,30252.89979962223,3473.9290438948638,26778.97075572737,0.0,0.0,-37607.25389657654,13553.86477789171,10893.162622613303,2316.824832639143,343.8773226392636,2327.4854542699945,0.0,2327.4854542699945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53488.60412873825,-5348.860412873829,-48139.74371586442,0.0,-48139.74371586442
,Apparel Qatar WLL,QATAR,DOHA,SUSHI LIBRARY,Food & Beverages,DOHA FESTIVAL CITY,5101165841.0,SL DOHA FESTIVAL CITY,2883288.6,0.0,2883288.6,17744.276053333335,642994.1082944444,115331.55000000002,115331.55000000002,0.0,2107218.665652223,379544.5419799348,376511.947266,59980.49471393479,0.0,0.0,-56947.899999999994,411170.71480000013,297174.2600000002,22819.4248,0.0,26723.119999999995,8406.87,10325.23,2092.0,13150.0,1300.0,5382.0,0.0,0.0,0.0,0.0,23797.809999999998,51594.94290000001,51594.94290000001,80118.8,3243.56,63117.240000000005,0.0,0.0,13758.0,,230749.84341594367,30071.969999999998,23434.990000000005,0.0,2887.46,20189.346666666668,37656.66,829.9,0.0,0.0,2110.5500000000006,373.96,1001.26,0.0,0.0,0.0,551.46,10.0,0.0,144.0,2194.21,1741.21,0.0,4973.7,102579.16674927696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153178.8430958786,954039.8225563443,74314.569920765,74314.569920765,58.59,0.0,58.59,0.0,0.0,0.0,879666.6626355794,89070.071864739,27567.85926894085,61502.212595798155,0.0,0.0,790596.5907708404,83818.75045970983,44385.836501524594,37873.35259104236,1559.5613671428705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706777.8403111306,70677.78403111303,636100.0562800176,0.0,636100.0562800176
,Apparel Qatar WLL,QATAR,DOHA,SUSHI LIBRARY,Food & Beverages,VILLAGIO MALL- DOHA,5101135842.0,SL VILLAGIO MALL,1607989.2699999996,0.0,1607989.2699999996,14110.460208333334,391258.16047888884,64319.56999999999,64319.56999999999,0.0,1138301.0793127774,248127.8448659588,210910.0,42641.12486595879,0.0,0.0,-5423.280000000001,244583.93082,179780.25,13746.740819999997,0.0,17067.85,5710.82,6481.8099999999995,1553.56,5560.0,0.0,0.0,0.0,0.0,0.0,0.0,14682.9,7035.235600000001,7035.235600000001,87624.10000000002,600.61,83858.49000000002,0.0,0.0,3165.0,,178638.76277879142,21805.529999999995,8239.0,0.0,4850.32,7243.0,24845.0,422.59999999999997,0.0,0.0,1425.9399999999998,2423.96,987.5,0.0,0.0,0.0,551.46,0.0,0.0,230.0,1321.5700000000002,1741.2099999999998,0.0,1059.1999999999998,101492.47277879142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766009.8740647503,372291.2052480271,36540.08561202184,36540.08561202184,58.59,0.0,58.59,0.0,0.0,0.0,335692.52963600523,53171.306950873695,15649.319905256183,37521.98704561751,0.0,0.0,282521.22268513154,48880.93401141951,25066.84200005797,22846.806265265852,967.2857460956907,0.0,0.0,0.0,513.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,234153.28867371203,23415.328867371238,210737.9598063408,0.0,210737.9598063408
,Apparel Qatar WLL,QATAR,DOHA,SUSHI LIBRARY,Food & Beverages,VENDOME MALL,5101315920.0,SL VENDOME MALL-DOHA,1521043.52,0.0,1521043.52,12332.747553,375873.9715284443,60841.74,60841.74,0.0,1071995.0609185558,171622.25684912223,171360.0,3306.5468491222427,0.0,0.0,-3044.290000000002,202109.04852,145943.02,13065.79852,0.0,13425.349999999999,3935.94,5481.35,3317.65,3470.0,728.0,0.0,0.0,0.0,0.0,0.0,12741.939999999999,33963.7727,33963.7727,147211.80000000002,21511.289999999997,121197.51000000001,0.0,0.0,4503.0,,189394.15697482252,24874.580000000016,10161.0,0.0,2600.3,6612.66,14668.0,0.0,0.0,0.0,1066.3700000000001,2073.96,731.04,0.0,0.0,0.0,551.4399999999999,0.0,0.0,177.5,1030.6900000000003,1741.23,0.0,1666.7,121438.68697482247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744301.0350439448,327694.025874611,141998.19837158476,141998.19837158476,58.59,0.0,58.59,0.0,0.0,0.0,185637.23750302623,50967.16065416611,14742.742968827499,36224.41768533861,0.0,0.0,134670.07684886013,46523.03186579085,23605.648895623253,21996.262513407353,921.1204567602394,0.0,0.0,0.0,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,88417.04498306928,8841.704498306912,79575.34048476238,0.0,79575.34048476238
,Apparel Qatar WLL,QATAR,DOHA,SUSHI LIBRARY,Food & Beverages,DOHA CITY CENTRE,5101045507.0,SL DOHA CITY CENTRE,2346043.62,0.0,2346043.62,14904.63981,558438.7118022222,93841.75,93841.75,0.0,1678858.5183877777,208787.41725919873,232300.93410000004,33618.55315919871,0.0,0.0,-57132.06999999999,322167.94375,218238.62000000002,24521.153749999998,0.0,23408.999999999996,6915.230000000001,8487.99,3806.21,17420.0,455.0,0.0,0.0,0.0,0.0,0.0,18914.739999999998,35223.4402,35223.4402,111033.15999999999,1097.25,108795.90999999999,0.0,0.0,1140.0,,213748.16276731633,30430.75,14624.0,0.0,2907.78,13263.640000000001,25551.0,422.59999999999997,0.0,0.0,1655.77,1375.9499999999998,1238.0,0.0,0.0,0.0,551.46,10.0,0.0,291.75,1612.4500000000003,1741.2199999999998,0.0,1052.1999999999998,114568.59276731632,0.0,1970.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890960.123976515,787898.3944112627,115361.92049180334,115361.92049180334,114.85000000000001,0.0,114.85000000000001,0.0,0.0,0.0,672421.6239194594,76837.08679342218,22966.1316613774,53870.95513204478,0.0,0.0,595584.5371260373,70574.51048882876,36722.255930441446,32478.593568465498,1373.6609899218147,0.0,0.0,0.0,405.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,525415.0266372085,52541.502663720865,472873.52397348767,0.0,472873.52397348767
,Apparel Qatar WLL,QATAR,DOHA,SUSHI LIBRARY,Food & Beverages,DOHA MALL,5101526589.0,SLI DOHA MALL,1699568.0499999998,0.0,1699568.0499999998,16638.680490000002,419483.5670577777,67982.72,67982.72,0.0,1195463.0824522222,242358.31965418195,190080.0,27599.77965418194,0.0,0.0,24678.54,266969.9095,185762.76,16715.1195,499.5,17455.57,6016.67,6758.469999999999,1692.63,15320.0,1638.0,0.0,0.0,0.0,0.0,0.0,15111.189999999999,30890.2785,30890.2785,76060.42,12800.0,44986.42,0.0,0.0,18274.0,,173759.34069957357,21603.91,20421.0,0.0,2560.3,7921.02,9843.0,0.0,0.0,0.0,502.31999999999994,5040.85,881.05,0.0,0.0,0.0,551.46,0.0,0.0,423.5,1515.4900000000002,504.29,0.0,1547.44,100443.71069957355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790038.2683537555,405424.81409846677,133363.64953551913,133363.64953551913,58.59,0.0,58.59,0.0,0.0,0.0,272002.5745629476,56599.5858128846,16389.158271683656,40210.427541200945,0.0,0.0,215402.988750063,51940.144004085,26351.40847235272,24557.727411818945,1031.0081199133365,0.0,0.0,0.0,65609.80864800655,0.0,702.0,0.0,64907.80864800655,0.0,0.0,0.0,0.0,229072.65339398457,22907.26533939845,206165.38805458613,0.0,206165.38805458613
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,NANDOS,Food & Beverages,WADI ALRIYADH,2272427167.0,NAN WADI ALRIYADH TUMMAMAH ST.,1619595.0693999997,0.0,1619595.0693999997,12633.274766,481164.6480018867,97175.70416399998,97175.70416399998,0.0,1028621.442468113,169234.784488,149450.0,8593.375,0.0,0.0,11191.409488,323208.617838517,136544.7524,1120.9533999999999,0.0,11746.9268,6030.2242,8567.491369857757,518.42,40505.11235350203,2569.5770749355593,60528.9258,52332.45447358041,0.0,1822.775966641254,921.0039999999999,0.0,13299.723471999998,13299.723471999998,106120.27162022925,104444.63822022924,0.0,0.0,0.0,1675.6334,,280579.22632547363,12498.0576,16751.113525473625,0.0,2717.7066,74940.6,44.1,5156.7894,0.0,0.0,1177.029,512.7948,3474.002,0.0,0.0,56582.8382,5.801600000000001,609.4914,121.99040000000001,2085.3812,735.0,0.0,0.0,1592.6666,0.0,-1127.3136,0.0,102701.1776,0.0,0.0,0.0,24803.247425328806,24803.247425328806,0.0,0.0,917245.8711695487,111375.57129856432,131504.22040000002,131504.22040000002,7571.7054,7571.7054,0.0,0.0,0.0,0.0,-27700.3545014357,62751.066207695665,23155.113827451667,37568.39532232146,0.0,2027.5570579225334,-90451.42070913137,34444.98407064197,28490.906693002995,5954.077377638974,0.0,28180.57372358389,49.0,28131.57372358389,6057.8406,0.0,6057.8406,0.0,0.0,0.0,0.0,0.0,0.0,-147019.13790335724,-11123.86890030982,-135895.26900304743,-13719.438310382113,-122175.83069266532
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,WINGSTOP,Food & Beverages,MARINA BEACH,2181517313.0,WSP MARINA BEACH-JEDDAH,1587917.3239999998,0.0,1587917.3239999998,15879.173239999996,515371.38980264,79395.8662,79395.8662,0.0,977270.8947573598,106952.862324,97999.9902,0.0,0.0,0.0,8952.872124,284420.1702919639,82044.00259999999,0.0,0.0,6860.049,4539.8696,5130.517601770063,2497.4124,31372.799340213838,2785.609297330935,0.0,148568.82010859996,0.0,-501.8230559509247,1122.9134,0.0,11007.206482999998,11007.206482999998,155951.7139465541,155951.7139465541,0.0,0.0,0.0,0.0,,215860.3566,6011.1632,7553.085399999999,0.0,362.59999999999997,9317.7714,29.0962,16050.008800000001,0.0,0.0,947.7776,88.9154,1410.3964,0.0,0.0,0.0,5.801600000000001,709.6768000000001,0.0,941.5742,0.0,0.0,0.0,512.1676,0.0,-525.1134000000001,0.0,172445.43540000002,0.0,0.0,0.0,61249.133380334366,61249.133380334366,0.0,0.0,835441.4430258524,141829.45173150732,98916.81940000001,98916.81940000001,3929.5746,3929.5746,0.0,0.0,0.0,0.0,38983.05773150731,43571.402991177754,15269.28962130233,22331.479453782118,0.0,5970.633916093303,-4588.345259670445,34639.56264490107,29121.047193297185,5518.515451603885,0.0,31740.663080930244,6.076,31734.587080930243,4127.132799999999,0.0,4127.132799999999,0.0,0.0,0.0,0.0,0.0,0.0,-66841.43818550176,-4459.8379336057915,-62381.600251895965,-5500.466784780477,-56881.13346711549
,Apparel Trading Company Limited,SAUDI ARABIA,EASTERN,WINGSTOP,Food & Beverages,AJDAN WALK-KHOBAR,2221237420.0,WSP AJDAN WALK KHOBAR,1080975.231,0.0,1080975.231,10809.752309999998,329440.49330640014,54048.76155,54048.76155,0.0,686676.2238335998,0.0,0.0,0.0,0.0,0.0,0.0,129927.2459203972,144102.336,0.0,0.0,13385.369200000001,7981.3552,11035.884509057205,960.3313999999999,62760.35736780288,0.0,0.0,-124899.1235719341,0.0,8899.625015471203,5701.1108,0.0,21636.849395,21636.849395,32717.598215190406,32717.598215190406,0.0,0.0,0.0,0.0,,96663.4564,5568.056199999999,2782.6218,0.0,1200.2060000000001,9415.1932,42.355599999999995,8175.013,0.0,0.0,3259.1076,-202.1544,737.9106,0.0,0.0,0.0,98.588,996.7579999999999,0.0,781.501,0.98,0.0,0.0,2096.4846,0.0,-1093.337,0.0,62804.1722,0.0,0.0,0.0,28078.523219708368,28078.523219708368,0.0,0.0,309023.673150296,377652.55068330385,39636.0608,39636.0608,0.5781999999999999,0.5781999999999999,0.0,0.0,0.0,0.0,338015.9116833039,25345.02165011221,10237.082191128678,13068.764222113326,0.0,2039.1752368702025,312670.89003319165,14897.994064746486,10809.75231,4088.241754746487,0.0,21613.78700141213,10.4566,21603.330401412128,8732.093418439701,0.0,8732.093418439701,0.0,0.0,0.0,0.0,0.0,0.0,284891.2023854727,22061.86103947189,262829.34134600085,27209.62861534867,235619.7127306522
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,WINGSTOP,Food & Beverages,PENTA PLAZA-JEDDAH,2181817332.0,WSP PENTA PLAZA-JEDDAH,794667.3098,0.0,794667.3098,7946.673097999999,238980.4551144079,39733.365490000004,39733.365490000004,0.0,508006.8160975921,151067.61230399998,140466.6732,0.0,0.0,0.0,10600.939104,221400.36458785107,107361.4108,0.0,0.0,9348.6904,5396.566,7644.7821440714515,0.0,31380.281307002282,0.0,551.25,49890.97399874294,0.0,8472.451738034417,1353.9581999999996,0.0,14199.219069,14199.219069,33327.16297346738,33327.16297346738,0.0,0.0,0.0,0.0,,98939.01200293345,2735.8366,7042.236402933438,0.0,1293.6,5524.857800000001,459.64939999999996,5165.825,0.0,0.0,219.2848,-601.4554,1358.3583999999998,0.0,0.0,0.0,49.098,468.3714,0.0,1062.5846,0.0,0.0,0.0,837.8314,0.0,-1849.75,0.0,75172.6836,0.0,0.0,0.0,33953.040158409625,33953.040158409625,0.0,0.0,552886.4110956615,-44879.59499806934,20930.457799999996,20930.457799999996,0.0,0.0,0.0,0.0,0.0,0.0,-65810.05279806934,18824.41497179084,7826.133030126869,9272.549414579864,0.0,1725.732527084108,-84634.46776986019,10628.957344707878,7946.673098,2682.2842467078785,0.0,15887.39469323936,5.9388,15881.45589323936,4072.054360911936,0.0,4072.054360911936,0.0,0.0,0.0,0.0,0.0,0.0,-107078.76544689549,-7429.378187446445,-99649.38725944904,-9162.899764517282,-90486.48749493176
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,WINGSTOP,Food & Beverages,ALIAT MALL- MADINA,2231057430.0,WSP ALIAT MALL-MADINA,1809909.6484,0.0,1809909.6484,18099.096484,560147.8717799997,90495.48242,90495.48242,0.0,1141167.1977160003,0.0,0.0,0.0,0.0,0.0,0.0,599012.2085806589,272993.1022,0.0,0.0,22944.9164,14687.6226,19012.151497079558,937.86,85337.04608044599,0.0,0.0,166247.84124702506,0.0,14641.513756108212,2210.1548000000003,0.0,33189.906372,33189.906372,79497.51192222149,79497.51192222149,0.0,0.0,0.0,0.0,,189492.51617751803,7134.3706,6526.663177518012,0.0,504.40600000000006,2487.4066000000003,14350.757399999999,8158.1864000000005,0.0,0.0,3430.0,404.103,1271.2854,0.0,0.0,0.0,49.098,954.3534000000001,0.0,956.8132,0.0,0.0,0.0,2774.968,0.0,-1696.1742,0.0,142186.27920000002,0.0,0.0,0.0,51056.34728892716,51056.34728892716,0.0,0.0,952248.4903413255,188918.70737467473,-13619.55,-13619.55,0.0,0.0,0.0,0.0,0.0,0.0,202538.25737467472,42768.78799884921,17660.31854436741,21301.893401759284,0.0,3806.5760527225207,159769.46937582552,24384.827166916948,18099.096484,6285.730682916948,0.0,36183.87158275815,12.759599999999999,36171.11198275815,8512.949901491365,0.0,8512.949901491365,0.0,0.0,0.0,0.0,0.0,0.0,107713.72052764178,10442.307415215137,97271.41311242664,12878.845812098665,84392.56730032798
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,WINGSTOP,Food & Beverages,TOWN SQUARE-SHOPPING MALL-JEDDAH,2181777267.0,WSP TOWN SQUARE SHOPPING MALL-JEDDAH,1720674.2881999998,0.0,1720674.2881999998,17206.742882,640323.62204468,86033.71441000002,86033.71441000002,0.0,977110.2088633198,173298.574988,159250.0098,0.0,0.0,0.0,14048.565188,431623.4698184603,159187.93660000002,692.0662000000001,0.0,13127.5214,7432.5552,10189.23923882867,2590.9926,54083.96019065021,2617.1369383754254,8467.2,175248.65739469285,0.0,-3026.9003440868437,1013.1043999999999,0.0,15867.272658999998,15867.272658999998,313088.9652240195,313088.9652240195,0.0,0.0,0.0,0.0,,231197.22286695073,8115.762199999999,39763.98366695074,0.0,6172.8632,8946.8414,23966.8898,27202.0854,0.0,0.0,1420.5198,88.9154,2525.215,0.0,0.0,0.0,5.801600000000001,852.0708000000001,0.0,1188.6321999999998,0.0,0.0,0.0,449.036,0.0,-824.621,8820.0,102503.2274,0.0,0.0,0.0,74979.74935891996,74979.74935891996,0.0,0.0,1240055.2549153506,-262945.04605203075,106100.76819999999,106100.76819999999,3927.987,3927.987,0.0,0.0,0.0,0.0,-372973.80125203077,45716.482654742744,16454.922540484997,23538.785282853212,0.0,5722.774831404538,-418690.2839067735,36371.08359230156,30281.596167022286,6089.487425279279,0.0,34395.74657329383,8.0066,34387.73997329383,3847.0096,0.0,3847.0096,0.0,0.0,0.0,0.0,0.0,0.0,-485610.1044723689,-35739.60587367801,-449870.4985986909,-44078.84724420288,-405791.65135448804
,Apparel Trading Company Limited,SAUDI ARABIA,CENTRAL,WINGSTOP,Food & Beverages,THE VIEW MALL,2271876948.0,WSP KHALEEJ THE VIEW MALL-RIYADH,2143616.3966,0.0,2143616.3966,21436.163966000004,678394.6073675685,107180.81983,107180.81983,0.0,1336604.8054364314,277346.129312,258720.0,0.0,0.0,0.0,18626.129312,347914.1563500209,129361.67579999998,6448.4,0.0,11716.8016,6557.2388,9046.41820025614,2871.2824,44941.42624375752,3504.35864525974,10398.78,111061.48372794868,0.0,2548.7617327988914,9457.5292,0.0,20397.44168,20397.44168,66083.27356559638,66083.27356559638,0.0,0.0,0.0,0.0,,220954.68278636335,11250.850799999998,29083.814786363408,12.74,904.7066,5406.3758,7140.3388,8071.6034,0.0,0.0,1749.6332,88.9154,2011.4205999999997,0.0,0.0,25.5682,5.791799999999997,941.6918,0.0,741.8502,29.4,8598.3534,0.0,500.5252,0.0,-947.023,0.0,145338.12579999998,0.0,0.0,0.0,49911.61530936872,49911.61530936872,0.0,0.0,982607.2990033494,353997.50643308205,108185.777,108185.777,1942.3698,1942.3698,0.0,0.0,0.0,0.0,243869.35963308206,57374.03864926701,20504.11709653775,29579.742920046676,0.0,7290.178632682579,186495.32098381507,39355.75053936708,31775.878915887384,7579.871623479694,0.0,42849.32862042662,9.0748,42840.25382042662,5232.4944000000005,0.0,5232.4944000000005,0.0,0.0,0.0,0.0,0.0,0.0,109522.73622402136,9710.530257046119,99812.20596697523,11976.320650356882,87835.88531661835
,Apparel Trading Company Limited,SAUDI ARABIA,WESTERN,WINGSTOP,Food & Beverages,RED SEA MALL,2181277329.0,WSP RED SEA MALL,417863.0134,0.0,417863.0134,4178.630134,124850.10369999995,20893.150670000003,20893.150670000003,0.0,267941.1288960001,0.0,0.0,0.0,0.0,0.0,0.0,346096.60202269483,155475.9808,0.0,0.0,12788.5198,8254.451799999999,10153.28426549725,58.8,79142.20962919657,0.0,551.25,38699.73293367826,0.0,37282.27099432275,3690.1018,0.0,6267.9452009999995,6267.9452009999995,3457.0757253045936,3457.0757253045936,0.0,0.0,0.0,0.0,,7794.959199999999,1218.7084,0.0,0.0,117.6,338.4038,0.0,2995.5463999999997,0.0,0.0,3205.7466,0.0,0.0,0.0,0.0,0.0,49.098,98.87219999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-229.0162,0.0,0.0,0.0,0.0,0.0,13475.243709723713,13475.243709723713,0.0,0.0,377091.82585872314,-109150.69696272304,11603.599758073307,11603.599758073307,0.0,0.0,0.0,0.0,0.0,0.0,-120754.29672079635,10013.161258928005,4294.374695463143,4676.207052154624,0.0,1042.5795113102386,-130767.45797972436,9575.039657111327,8357.260268,1217.779389111326,0.0,8352.428943687013,1.421,8351.007943687013,-21.393399999999996,0.0,-21.393399999999996,0.0,0.0,0.0,0.0,0.0,0.0,-148716.3199805227,-10895.730617890567,-137820.58936263213,-13438.067762065031,-124382.5216005671
